country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,Surface temperature anomaly,Continent
Latvia,1990,LVA,2689398.0,42100703232.0,0.346,0.129,19.663,1.542,8.509,21.26,1.531,7.763,7.905,0.505,0.246,7.311,0.467,0.227,2.812,1.045,21.564,8.018,0.512,7.934,692.52,1629.291,133.283,1.562,73.605,1004.057,475.587,0.549,32150.785,2.054,0.0,0.0,5.493,2.043,9.578,5.611,1.597,0.594,4.06,1.51,2.9,1.078,10.463,3.891,0.204,0.549,86.466,0.07,0.086,0.076,0.032,0.065,0.086,0.113,0.03,0.019,0.093,0.158,0.177,0.03,0.0,0.143,0.031,0.113,0.246,0.081,0.0,0.001,0.001,0.0,15.09,25.76,1.901,9.67,1.4,Europe
Latvia,1991,LVA,2678970.0,36517597184.0,0.32,0.119,17.921,-1.742,-8.86,20.205,-1.055,-4.964,7.542,0.553,0.254,6.689,0.491,0.225,2.455,0.916,19.855,7.412,0.544,8.254,710.441,1649.496,135.738,1.562,79.06,1006.341,484.881,0.945,29742.604,2.182,0.0,0.0,5.455,2.036,8.97,4.987,2.284,0.853,4.07,1.519,2.74,1.023,9.294,3.469,0.148,0.397,79.68,0.063,0.077,0.072,0.028,0.065,0.085,0.112,0.03,0.018,0.095,0.157,0.174,0.046,0.0,0.14,0.046,0.096,0.184,0.081,0.0,0.001,0.001,0.0,13.36,24.03,1.935,10.795,0.96,Europe
Latvia,1992,LVA,2662885.0,24608100352.0,0.142,0.053,14.195,-3.726,-20.792,15.943,-4.262,-21.093,5.987,0.648,0.28,5.331,0.577,0.249,2.163,0.812,18.397,6.909,0.748,8.396,724.635,1665.439,137.902,1.562,83.036,1008.09,492.677,1.062,21418.381,2.318,0.0,0.0,3.976,1.493,7.988,3.981,1.748,0.657,4.61,1.731,2.67,1.003,7.796,2.928,0.044,0.117,57.035,0.027,0.063,0.057,0.026,0.063,0.085,0.111,0.03,0.018,0.095,0.156,0.171,0.047,0.0,0.1,0.033,0.085,0.054,0.08,0.0,0.001,0.001,0.0,10.6,21.27,4.202,29.604,1.11,Europe
Latvia,1993,LVA,2638889.0,21636016128.0,0.016,0.006,11.923,-2.272,-16.005,23.659,7.716,48.399,8.966,1.094,0.481,4.518,0.551,0.243,1.995,0.756,14.633,5.545,0.676,8.412,736.558,1689.098,139.897,1.562,85.63,1019.826,499.949,1.109,18627.367,2.272,0.0,0.0,2.594,0.983,6.859,2.816,11.737,4.448,3.99,1.512,2.33,0.883,7.271,2.755,0.018,0.047,49.156,0.003,0.052,0.085,0.023,0.061,0.084,0.111,0.03,0.017,0.094,0.157,0.168,0.044,0.0,0.064,0.229,0.079,0.022,0.08,0.0,0.001,0.001,0.0,7.43,18.1,2.711,22.735,0.05,Europe
Latvia,1994,LVA,2606464.0,21944829952.0,0.077,0.029,10.371,-1.552,-13.013,1.304,-22.355,-94.487,0.5,0.059,0.027,3.979,0.473,0.218,1.521,0.583,13.749,5.275,0.627,8.488,746.929,1690.402,141.417,1.562,87.505,1010.759,506.816,1.141,18271.137,2.17,0.0,0.0,1.874,0.719,5.805,1.711,-9.067,-3.479,2.91,1.116,1.97,0.756,6.867,2.635,0.012,0.032,47.623,0.013,0.045,0.005,0.018,0.059,0.083,0.109,0.03,0.017,0.092,0.154,0.165,0.042,0.0,0.046,-0.157,0.074,0.015,0.079,0.0,0.001,0.001,0.0,4.46,15.13,3.378,32.573,0.18,Europe
Latvia,1995,LVA,2570150.0,21646094336.0,0.094,0.037,9.135,-1.236,-11.92,3.206,1.901,145.778,1.247,0.148,0.072,3.554,0.422,0.205,1.111,0.432,12.694,4.939,0.586,8.583,756.064,1693.608,142.529,1.562,89.802,1004.83,512.415,1.175,17340.705,2.059,0.0,0.0,2.297,0.894,5.21,1.124,-5.929,-2.307,2.64,1.027,1.73,0.673,5.599,2.178,0.013,0.033,44.568,0.015,0.039,0.011,0.013,0.057,0.082,0.107,0.03,0.016,0.09,0.152,0.162,0.04,0.0,0.055,-0.105,0.06,0.015,0.077,0.0,0.001,0.001,0.0,2.89,13.39,3.559,38.965,0.78,Europe
Latvia,1996,LVA,2534288.0,21989048320.0,0.106,0.042,9.213,0.078,0.851,0.769,-2.437,-76.008,0.303,0.035,0.019,3.635,0.419,0.222,1.04,0.41,14.257,5.626,0.648,8.689,765.277,1694.377,143.568,1.562,91.778,996.386,518.472,1.208,16361.679,1.886,0.0,0.0,1.977,0.78,5.28,1.14,-8.444,-3.332,2.6,1.026,1.75,0.691,6.057,2.39,0.013,0.034,41.465,0.017,0.038,0.003,0.012,0.055,0.081,0.105,0.029,0.016,0.088,0.149,0.159,0.038,0.0,0.045,-0.141,0.063,0.015,0.076,0.0,0.001,0.001,0.0,2.89,13.38,5.044,54.756,-0.54,Europe
Latvia,1997,LVA,2498881.0,23781386240.0,0.108,0.043,8.681,-0.532,-5.772,-0.173,-0.942,-122.532,-0.069,-0.007,-0.004,3.474,0.365,0.208,0.941,0.377,13.656,5.465,0.574,8.796,773.958,1694.204,144.509,1.562,94.196,987.532,523.654,1.24,16716.4,1.757,0.0,0.0,2.417,0.967,5.122,0.936,-8.854,-3.543,2.5,1.0,1.76,0.704,5.183,2.074,0.013,0.032,41.772,0.016,0.036,-0.001,0.01,0.054,0.08,0.103,0.029,0.015,0.087,0.146,0.156,0.037,0.0,0.055,-0.118,0.053,0.014,0.075,0.0,0.001,0.001,0.0,2.34,12.8,4.975,57.311,0.52,Europe
Latvia,1998,LVA,2462333.0,25140078592.0,0.105,0.043,8.307,-0.374,-4.307,-2.45,-2.277,1314.017,-0.995,-0.097,-0.054,3.374,0.33,0.183,0.703,0.286,13.442,5.459,0.535,8.901,782.265,1691.753,145.213,1.562,96.566,976.775,528.746,1.278,18462.982,1.808,0.0,0.0,2.37,0.963,5.024,0.792,-10.757,-4.369,2.41,0.979,1.81,0.735,5.092,2.068,0.015,0.037,45.462,0.016,0.034,-0.008,0.008,0.052,0.079,0.101,0.029,0.015,0.086,0.143,0.153,0.035,0.0,0.053,-0.174,0.051,0.017,0.073,0.0,0.001,0.001,0.0,1.95,12.37,5.136,61.821,0.21,Europe
Latvia,1999,LVA,2426357.0,25600796672.0,0.139,0.057,7.719,-0.588,-7.081,-1.542,0.908,-37.069,-0.636,-0.06,-0.04,3.181,0.302,0.2,0.539,0.222,12.329,5.081,0.482,9.04,789.984,1690.211,145.751,1.562,98.83,967.514,533.486,1.315,15906.265,1.508,0.0,0.0,2.264,0.933,4.81,0.581,-9.261,-3.817,2.3,0.948,1.8,0.742,4.74,1.954,0.015,0.037,38.594,0.02,0.031,-0.005,0.006,0.051,0.077,0.099,0.028,0.014,0.084,0.141,0.15,0.034,0.0,0.049,-0.154,0.047,0.017,0.072,0.0,0.001,0.001,0.0,1.41,11.67,4.61,59.722,1.36,Europe
Latvia,2000,LVA,2392536.0,26780788736.0,0.088,0.037,7.083,-0.636,-8.243,-3.601,-2.059,133.506,-1.505,-0.134,-0.095,2.96,0.264,0.188,0.57,0.238,14.695,6.142,0.549,9.128,797.066,1686.61,146.321,1.562,101.335,956.83,537.367,1.354,15779.984,1.41,0.0,0.0,2.504,1.047,4.56,0.368,-10.683,-4.465,2.17,0.907,1.78,0.744,3.881,1.622,0.016,0.039,37.754,0.012,0.028,-0.012,0.006,0.05,0.076,0.097,0.028,0.014,0.083,0.138,0.147,0.034,0.0,0.053,-0.199,0.038,0.018,0.071,0.0,0.001,0.001,0.0,0.88,10.91,7.613,107.485,1.58,Europe
Latvia,2001,LVA,2359255.0,28293371904.0,0.11,0.047,7.497,0.415,5.858,-1.718,1.883,-52.302,-0.728,-0.061,-0.042,3.178,0.265,0.184,0.526,0.223,13.716,5.814,0.485,9.238,804.564,1684.893,146.847,1.562,104.24,947.615,541.288,1.39,17236.137,1.437,0.0,0.0,2.906,1.232,4.832,0.085,-9.215,-3.906,2.2,0.932,1.81,0.767,3.921,1.662,0.015,0.036,40.664,0.015,0.029,-0.006,0.006,0.048,0.075,0.095,0.027,0.013,0.082,0.136,0.144,0.033,0.0,0.061,-0.183,0.038,0.017,0.069,0.0,0.001,0.001,0.0,0.2,11.4,6.219,82.944,1.02,Europe
Latvia,2002,LVA,2326150.0,30072958976.0,0.117,0.05,7.521,0.024,0.319,-1.956,-0.238,13.879,-0.841,-0.065,-0.048,3.233,0.25,0.183,0.436,0.187,13.568,5.833,0.451,9.355,812.085,1682.937,147.282,1.562,107.219,938.138,545.224,1.442,17635.336,1.364,0.0,0.0,2.979,1.281,4.918,0.107,-9.477,-4.074,2.24,0.963,1.81,0.778,3.937,1.692,0.023,0.053,41.022,0.015,0.029,-0.006,0.004,0.047,0.074,0.094,0.027,0.013,0.081,0.133,0.141,0.032,0.0,0.061,-0.176,0.038,0.024,0.068,0.0,0.001,0.001,0.0,0.25,11.44,6.046,80.389,1.21,Europe
Latvia,2003,LVA,2294342.0,32361883648.0,0.129,0.056,7.727,0.206,2.734,3.403,5.359,-273.972,1.483,0.105,0.084,3.368,0.239,0.191,0.388,0.169,14.597,6.362,0.451,9.484,819.812,1686.34,147.67,1.562,110.311,933.814,549.284,1.501,17660.322,1.252,0.0,0.0,3.092,1.348,5.1,0.24,-4.324,-1.885,2.19,0.955,1.89,0.824,4.059,1.769,0.026,0.059,40.519,0.015,0.028,0.01,0.004,0.046,0.073,0.092,0.027,0.013,0.081,0.132,0.138,0.032,0.0,0.061,-0.074,0.038,0.027,0.067,0.0,0.001,0.001,0.0,0.55,11.7,6.87,88.915,0.53,Europe
Latvia,2004,LVA,2263453.0,34792599552.0,0.137,0.06,7.732,0.005,0.067,10.187,6.784,199.37,4.501,0.293,0.224,3.416,0.222,0.17,0.322,0.142,13.944,6.161,0.401,9.621,827.544,1696.527,147.992,1.562,113.383,936.269,553.447,1.54,20126.611,1.309,0.0,0.0,3.072,1.357,5.16,0.256,2.455,1.085,2.13,0.941,1.88,0.831,4.163,1.839,0.017,0.039,45.556,0.015,0.027,0.03,0.003,0.044,0.072,0.091,0.026,0.012,0.08,0.131,0.136,0.031,0.0,0.058,0.046,0.038,0.017,0.066,0.0,0.001,0.001,0.0,0.58,11.68,6.212,80.342,0.77,Europe
Latvia,2005,LVA,2233165.0,38221836288.0,0.134,0.06,7.812,0.08,1.029,14.355,4.168,40.912,6.428,0.376,0.306,3.498,0.204,0.166,0.362,0.162,13.415,6.007,0.351,9.755,835.356,1710.881,148.353,1.562,116.535,942.812,557.578,1.572,21027.428,1.229,0.0,0.0,3.152,1.411,5.315,0.349,6.543,2.93,2.15,0.963,1.93,0.864,4.131,1.85,0.015,0.033,46.958,0.014,0.026,0.042,0.003,0.043,0.071,0.09,0.026,0.012,0.079,0.131,0.133,0.03,0.0,0.059,0.134,0.037,0.013,0.065,0.0,0.001,0.001,0.0,0.78,11.87,5.604,71.733,1.06,Europe
Latvia,2006,LVA,2203917.0,42441265152.0,0.169,0.077,8.311,0.499,6.39,7.441,-6.913,-48.161,3.376,0.175,0.167,3.771,0.196,0.187,0.381,0.173,15.214,6.903,0.358,9.925,843.667,1718.322,148.735,1.562,119.796,941.942,562.052,1.598,20211.02,1.05,0.0,0.0,3.262,1.48,5.631,0.613,-0.87,-0.395,2.15,0.976,1.95,0.885,4.474,2.03,0.011,0.025,44.543,0.016,0.027,0.021,0.003,0.042,0.069,0.089,0.025,0.012,0.078,0.13,0.131,0.029,0.0,0.059,-0.017,0.04,0.01,0.064,0.0,0.001,0.001,0.0,1.35,12.41,6.903,83.057,1.37,Europe
Latvia,2007,LVA,2176059.0,46307684352.0,0.171,0.079,8.639,0.328,3.944,6.139,-1.302,-17.501,2.821,0.133,0.134,3.97,0.187,0.188,0.454,0.208,17.739,8.152,0.383,10.096,852.306,1724.461,149.188,1.562,122.943,939.442,566.886,1.631,21105.199,0.992,0.0,0.0,3.147,1.446,5.896,0.832,-2.5,-1.149,2.15,0.988,2.02,0.928,4.834,2.221,0.015,0.033,45.926,0.015,0.027,0.017,0.004,0.041,0.068,0.087,0.025,0.011,0.077,0.129,0.128,0.029,0.0,0.055,-0.055,0.043,0.013,0.063,0.0,0.001,0.001,0.0,1.81,12.83,9.1,105.339,1.62,Europe
Latvia,2008,LVA,2150411.0,44298825728.0,0.168,0.078,8.199,-0.44,-5.09,6.099,-0.04,-0.645,2.836,0.138,0.132,3.813,0.185,0.177,0.44,0.205,16.233,7.549,0.366,10.264,860.504,1730.561,149.629,1.562,126.028,937.343,571.358,1.665,21504.193,1.044,0.0,0.0,3.085,1.435,5.808,0.707,-2.1,-0.976,2.16,1.004,2.06,0.958,4.472,2.08,0.016,0.034,46.243,0.015,0.026,0.017,0.003,0.039,0.067,0.086,0.024,0.011,0.077,0.128,0.126,0.028,0.0,0.052,-0.044,0.04,0.013,0.062,0.0,0.001,0.001,0.0,1.52,12.49,8.034,97.992,1.98,Europe
Latvia,2009,LVA,2126268.0,37661278208.0,0.178,0.084,7.457,-0.742,-9.051,4.925,-1.175,-19.258,2.316,0.131,0.112,3.507,0.198,0.17,0.362,0.17,12.022,5.654,0.319,10.442,867.961,1735.486,149.991,1.562,128.855,934.811,575.43,1.681,20609.242,1.164,0.0,0.0,2.827,1.33,5.507,0.353,-2.532,-1.191,2.11,0.992,2.06,0.969,4.072,1.915,0.008,0.017,43.821,0.015,0.024,0.013,0.003,0.038,0.066,0.085,0.024,0.011,0.076,0.126,0.124,0.027,0.0,0.049,-0.048,0.037,0.007,0.061,0.0,0.001,0.001,0.0,0.75,11.71,4.565,61.222,0.94,Europe
Latvia,2010,LVA,2101537.0,35958493184.0,0.431,0.205,8.555,1.098,14.731,6.673,1.748,35.5,3.175,0.186,0.134,4.071,0.238,0.172,0.455,0.217,13.359,6.357,0.372,10.872,876.517,1742.159,150.446,1.562,132.248,932.928,579.682,1.706,23635.057,1.381,0.0,0.0,3.393,1.615,6.115,0.923,-1.882,-0.896,2.06,0.98,2.09,0.995,4.252,2.023,0.012,0.024,49.67,0.034,0.026,0.017,0.003,0.038,0.065,0.084,0.023,0.011,0.075,0.125,0.122,0.027,0.0,0.055,-0.036,0.038,0.01,0.06,0.0,0.001,0.001,0.0,1.94,12.85,4.803,56.145,0.26,Europe
Latvia,2011,LVA,2076974.0,37962579968.0,0.557,0.268,7.812,-0.743,-8.689,7.417,0.744,11.15,3.571,0.195,0.167,3.761,0.206,0.176,0.442,0.213,13.471,6.486,0.355,11.429,884.328,1749.576,150.889,1.562,135.223,932.534,583.5,1.726,21346.463,1.168,0.0,0.0,2.975,1.433,5.879,5.999,-0.395,-0.19,2.0,0.963,2.11,1.016,3.817,1.838,0.01,0.02,44.336,0.041,0.023,0.019,0.003,0.038,0.064,0.082,0.023,0.01,0.074,0.124,0.12,0.026,0.0,0.047,-0.008,0.034,0.007,0.059,0.0,0.001,0.001,0.0,12.46,12.21,5.659,72.443,1.42,Europe
Latvia,2012,LVA,2053635.0,39482474496.0,0.575,0.28,7.521,-0.291,-3.729,8.952,1.535,20.695,4.359,0.227,0.195,3.662,0.19,0.164,0.4,0.195,13.313,6.482,0.337,12.005,891.849,1758.528,151.289,1.562,138.016,933.965,587.231,1.748,22381.162,1.164,0.0,0.0,2.792,1.36,5.848,5.98,1.431,0.697,2.06,1.003,2.18,1.062,3.731,1.817,0.011,0.022,45.963,0.042,0.022,0.022,0.003,0.039,0.063,0.081,0.023,0.01,0.073,0.124,0.118,0.025,0.0,0.043,0.027,0.032,0.008,0.058,0.0,0.001,0.001,0.0,12.28,12.01,5.792,77.017,0.72,Europe
Latvia,2013,LVA,2031491.0,40519245824.0,0.54,0.266,7.37,-0.151,-2.007,7.231,-1.721,-19.223,3.56,0.178,0.163,3.628,0.182,0.167,0.301,0.148,12.743,6.273,0.314,12.545,899.219,1765.759,151.59,1.562,140.744,933.827,591.003,1.774,21775.469,1.092,0.0,0.0,2.729,1.343,5.877,6.005,-0.138,-0.068,2.07,1.019,2.2,1.083,3.773,1.857,0.013,0.027,44.237,0.037,0.021,0.018,0.002,0.038,0.062,0.08,0.022,0.01,0.072,0.123,0.116,0.024,0.0,0.042,-0.003,0.033,0.009,0.057,0.0,0.001,0.001,0.0,12.2,11.94,5.373,72.909,1.25,Europe
Latvia,2014,LVA,2011040.0,41379799040.0,0.559,0.278,7.173,-0.196,-2.666,7.527,0.296,4.09,3.743,0.182,0.185,3.567,0.173,0.176,0.242,0.121,11.874,5.905,0.287,13.104,906.392,1773.286,151.833,1.562,143.193,934.18,594.895,1.806,20261.896,0.985,0.0,0.0,2.448,1.217,5.907,6.017,0.354,0.176,2.12,1.054,2.25,1.119,3.892,1.935,0.016,0.032,40.747,0.037,0.02,0.019,0.002,0.038,0.061,0.079,0.022,0.01,0.071,0.122,0.114,0.024,0.0,0.037,0.007,0.033,0.01,0.056,0.0,0.001,0.001,0.0,12.1,11.88,4.701,65.537,1.58,Europe
Latvia,2015,LVA,1991951.0,42500100096.0,0.47,0.236,7.263,0.09,1.258,10.91,3.383,44.948,5.477,0.257,0.261,3.646,0.171,0.174,0.19,0.095,11.97,6.009,0.282,13.574,913.655,1784.196,152.023,1.562,145.699,937.827,598.963,1.835,20957.162,0.982,0.0,0.0,2.506,1.258,5.989,6.1,3.647,1.831,2.04,1.024,2.32,1.165,4.068,2.042,0.015,0.029,41.746,0.033,0.02,0.027,0.001,0.038,0.06,0.078,0.021,0.009,0.07,0.122,0.112,0.023,0.0,0.037,0.065,0.034,0.01,0.056,0.0,0.001,0.001,0.0,12.15,11.93,4.706,64.793,2.11,Europe
Latvia,2016,LVA,1973477.0,43297222656.0,0.346,0.175,7.212,-0.052,-0.713,8.276,-2.635,-24.148,4.193,0.191,0.186,3.654,0.167,0.162,0.166,0.084,12.027,6.094,0.278,13.92,920.867,1792.472,152.188,1.562,148.306,938.891,603.023,1.868,22548.604,1.028,0.0,0.0,2.607,1.321,5.959,6.005,1.064,0.539,2.05,1.039,2.3,1.165,4.06,2.057,0.016,0.032,44.499,0.023,0.02,0.021,0.001,0.038,0.059,0.077,0.021,0.009,0.069,0.121,0.111,0.023,0.0,0.037,0.023,0.034,0.011,0.055,0.0,0.001,0.001,0.0,11.85,11.76,4.815,66.772,1.44,Europe
Latvia,2017,LVA,1954861.0,44937031680.0,0.437,0.224,7.216,0.005,0.065,9.457,1.182,14.279,4.838,0.21,0.193,3.691,0.161,0.147,0.167,0.086,14.268,7.298,0.318,14.357,928.083,1801.929,152.356,1.562,150.605,941.132,607.301,1.902,25054.545,1.09,0.0,0.0,2.299,1.176,5.985,6.026,2.241,1.146,2.05,1.049,2.28,1.166,4.278,2.188,0.018,0.035,48.978,0.029,0.02,0.023,0.001,0.037,0.058,0.076,0.02,0.009,0.067,0.121,0.109,0.022,0.0,0.032,0.049,0.035,0.011,0.055,0.0,0.001,0.001,0.0,11.78,11.7,7.051,97.712,0.99,Europe
Lithuania,1990,LTU,3785851.0,51021991936.0,1.668,0.441,35.738,-1.16,-3.145,39.97,-1.15,-2.797,10.558,0.783,0.198,9.44,0.7,0.177,3.187,0.842,43.221,11.416,0.847,33.647,1105.389,2838.912,142.852,7.836,139.783,1824.802,780.789,0.482,53332.77,3.957,0.024,0.006,10.587,2.797,12.153,13.688,4.232,1.118,7.12,1.881,6.67,1.762,19.789,5.227,0.127,0.482,201.91,0.338,0.157,0.143,0.037,0.275,0.137,0.197,0.033,0.096,0.177,0.287,0.29,0.026,0.009,0.276,0.082,0.214,0.216,0.143,0.0,0.001,0.001,0.0,51.82,46.01,7.483,20.94,1.5,Europe
Lithuania,1991,LTU,3793430.0,48112087040.0,1.55,0.409,37.82,2.083,5.828,43.34,3.37,8.431,11.425,0.901,0.203,9.97,0.786,0.177,3.555,0.937,45.864,12.09,0.953,35.197,1143.21,2882.251,146.408,7.864,150.704,1830.321,802.074,0.963,56268.625,4.437,0.028,0.007,10.922,2.879,12.59,14.119,5.519,1.455,7.05,1.858,6.41,1.69,21.285,5.611,0.127,0.481,213.451,0.305,0.163,0.154,0.041,0.276,0.138,0.196,0.033,0.093,0.181,0.286,0.288,0.047,0.01,0.279,0.112,0.219,0.223,0.143,0.0,0.001,0.001,0.0,53.56,47.76,8.044,21.269,0.72,Europe
Lithuania,1992,LTU,3795748.0,37861879808.0,0.755,0.199,21.168,-16.652,-44.029,26.824,-16.516,-38.108,7.067,0.708,0.205,5.577,0.559,0.162,1.662,0.438,52.491,13.829,1.386,35.952,1164.378,2909.075,148.07,7.898,156.996,1835.976,814.158,1.305,34450.766,3.454,0.034,0.009,6.292,1.658,8.657,10.175,5.655,1.49,7.35,1.936,5.51,1.452,12.084,3.184,0.09,0.342,130.766,0.143,0.094,0.097,0.02,0.271,0.136,0.195,0.033,0.091,0.18,0.284,0.283,0.057,0.014,0.159,0.108,0.131,0.158,0.142,0.0,0.001,0.001,0.0,38.62,32.86,31.322,147.967,1.07,Europe
Lithuania,1993,LTU,3788532.0,31722383360.0,0.364,0.096,16.32,-4.849,-22.905,17.124,-9.7,-36.162,4.52,0.54,0.167,4.308,0.514,0.16,1.465,0.387,32.412,8.555,1.022,36.316,1180.698,2926.199,149.534,7.946,160.411,1836.78,825.048,1.442,26994.422,3.224,0.048,0.013,3.415,0.901,7.116,8.637,0.804,0.212,6.29,1.66,4.91,1.296,10.891,2.875,0.036,0.137,102.269,0.066,0.072,0.061,0.017,0.263,0.135,0.192,0.032,0.089,0.176,0.282,0.278,0.058,0.021,0.084,0.016,0.118,0.064,0.141,0.0,0.001,0.001,0.0,32.72,26.96,16.093,98.609,0.0,Europe
Lithuania,1994,LTU,3770461.0,28612204544.0,0.382,0.101,15.767,-0.553,-3.387,42.22,25.096,146.561,11.198,1.476,0.478,4.182,0.551,0.179,1.22,0.324,28.694,7.61,1.003,36.698,1196.465,2968.419,150.755,7.989,164.391,1863.233,835.088,1.545,23406.48,3.084,0.043,0.011,3.98,1.055,6.609,8.137,26.453,7.016,5.59,1.483,4.51,1.196,10.04,2.663,0.027,0.103,88.253,0.065,0.068,0.147,0.014,0.254,0.133,0.191,0.032,0.086,0.173,0.284,0.273,0.057,0.014,0.097,0.458,0.108,0.047,0.14,0.0,0.001,0.001,0.0,30.68,24.92,12.926,81.984,0.54,Europe
Lithuania,1995,LTU,3747269.0,30095167488.0,0.308,0.082,15.057,-0.71,-4.501,24.38,-17.841,-42.256,6.506,0.81,0.247,4.018,0.5,0.153,0.979,0.261,27.992,7.47,0.93,37.006,1211.522,2992.798,151.734,8.046,168.957,1872.555,844.116,1.663,26322.539,3.278,0.057,0.015,4.566,1.219,6.229,7.768,9.322,2.488,5.18,1.382,4.41,1.177,9.028,2.409,0.032,0.119,98.638,0.049,0.064,0.084,0.011,0.246,0.131,0.189,0.032,0.084,0.17,0.283,0.267,0.057,0.017,0.108,0.165,0.097,0.053,0.138,0.0,0.001,0.001,0.0,29.11,23.34,12.935,85.905,0.73,Europe
Lithuania,1996,LTU,3722023.0,31645790208.0,0.318,0.085,15.74,0.683,4.533,22.644,-1.736,-7.119,6.084,0.716,0.211,4.229,0.497,0.147,0.895,0.241,22.737,6.109,0.718,37.323,1227.262,3015.442,152.629,8.132,173.885,1879.459,853.531,1.763,28842.996,3.392,0.086,0.023,4.928,1.324,6.486,8.031,6.904,1.855,5.01,1.346,4.88,1.311,9.414,2.529,0.027,0.099,107.354,0.05,0.065,0.075,0.01,0.238,0.13,0.187,0.031,0.082,0.168,0.281,0.262,0.056,0.024,0.112,0.115,0.098,0.045,0.136,0.0,0.001,0.001,0.0,29.89,24.14,6.997,44.451,-0.62,Europe
Lithuania,1997,LTU,3694897.0,34267160576.0,0.366,0.099,15.163,-0.577,-3.667,21.746,-0.898,-3.965,5.885,0.635,0.22,4.104,0.442,0.153,0.738,0.2,21.687,5.87,0.633,37.689,1242.425,3037.189,153.367,8.241,178.434,1886.042,862.844,1.849,26790.721,2.889,0.109,0.03,4.549,1.231,6.477,8.027,6.583,1.782,5.01,1.356,4.99,1.351,9.313,2.521,0.023,0.087,98.989,0.055,0.062,0.068,0.008,0.231,0.128,0.185,0.031,0.08,0.165,0.279,0.257,0.055,0.031,0.103,0.088,0.095,0.039,0.135,0.0,0.001,0.001,0.0,29.66,23.93,6.525,43.03,0.34,Europe
Lithuania,1998,LTU,3665514.0,36819656704.0,0.412,0.112,15.997,0.834,5.502,27.579,5.833,26.822,7.524,0.749,0.26,4.364,0.434,0.151,0.647,0.176,22.217,6.061,0.603,38.101,1258.422,3064.768,154.013,8.362,182.437,1897.624,873.551,1.958,28961.152,2.883,0.121,0.033,4.002,1.092,6.774,8.334,11.582,3.16,4.87,1.329,5.24,1.43,10.707,2.921,0.03,0.108,106.158,0.063,0.066,0.09,0.007,0.224,0.126,0.183,0.03,0.079,0.162,0.278,0.253,0.054,0.036,0.089,0.188,0.108,0.049,0.133,0.0,0.001,0.001,0.0,30.55,24.83,6.22,38.881,0.32,Europe
Lithuania,1999,LTU,3633949.0,36398338048.0,0.346,0.095,13.45,-2.547,-15.925,26.534,-1.045,-3.789,7.302,0.729,0.302,3.701,0.37,0.153,0.548,0.151,19.866,5.467,0.546,38.447,1271.872,3091.301,154.561,8.448,186.47,1910.709,881.906,2.04,24166.148,2.413,0.085,0.024,4.033,1.11,6.082,7.647,13.084,3.601,4.6,1.266,5.23,1.439,8.355,2.299,0.023,0.082,87.819,0.05,0.054,0.086,0.006,0.217,0.125,0.181,0.03,0.077,0.159,0.278,0.248,0.053,0.026,0.088,0.218,0.082,0.037,0.132,0.0,0.001,0.001,0.0,27.79,22.1,6.417,47.709,1.4,Europe
Lithuania,2000,LTU,3599639.0,37788340224.0,0.293,0.081,11.843,-1.607,-11.945,-1.039,-27.572,-103.914,-0.289,-0.027,-0.013,3.29,0.313,0.152,0.378,0.105,20.198,5.611,0.535,38.739,1283.715,3090.262,154.94,8.558,191.002,1897.827,888.365,2.111,21678.389,2.065,0.11,0.031,4.532,1.259,5.667,7.248,-12.882,-3.579,4.42,1.228,5.44,1.511,6.459,1.794,0.02,0.071,78.034,0.041,0.046,-0.003,0.004,0.21,0.123,0.178,0.03,0.076,0.157,0.274,0.243,0.052,0.032,0.096,-0.24,0.063,0.033,0.13,0.0,0.001,0.001,0.0,26.09,20.4,8.355,70.549,1.7,Europe
