country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,Surface temperature anomaly,Continent
Australia,1990,AUS,17048002.0,464136601600.0,3.463,0.203,278.16,21.324,8.302,263.537,42.58,19.271,15.459,0.568,0.255,16.316,0.599,0.269,141.877,8.322,243.324,14.273,0.524,90.173,7469.591,17556.299,4606.968,9.797,374.299,10087.504,2386.038,2.316,60597.098,2.226,7.272,0.427,34.455,2.021,28.773,31.991,-14.623,-0.858,146.25,8.579,78.77,4.62,88.777,5.207,0.136,2.316,1033.059,0.702,1.223,0.944,1.63,0.736,0.925,1.22,1.053,0.12,0.473,1.587,0.887,0.125,2.81,0.9,-0.283,0.96,1.038,1.772,0.007,0.008,0.017,0.002,545.39,490.53,-34.836,-12.524,0.38,Oceania
Australia,1991,AUS,17271092.0,461003816960.0,3.183,0.184,279.534,1.374,0.494,231.042,-32.495,-12.33,13.377,0.501,0.225,16.185,0.606,0.273,146.083,8.458,243.937,14.124,0.529,93.356,7749.125,17787.344,4753.051,16.798,407.085,10039.012,2474.215,4.62,59365.43,2.224,7.001,0.405,32.786,1.898,28.443,31.619,-48.492,-2.808,146.66,8.492,77.78,4.503,88.177,5.105,0.133,2.304,1025.306,0.627,1.203,0.82,1.696,0.732,0.932,1.212,1.066,0.199,0.49,1.567,0.888,0.224,2.555,0.839,-0.98,0.908,1.068,1.764,0.007,0.008,0.017,0.002,546.09,491.24,-35.597,-12.734,0.42,Oceania
Australia,1992,AUS,17462500.0,477843226624.0,2.923,0.167,284.529,4.995,1.787,311.409,80.368,34.785,17.833,0.652,0.299,16.294,0.595,0.273,150.049,8.593,246.536,14.118,0.516,96.279,8033.654,18098.752,4903.1,24.102,441.055,10065.893,2562.064,7.053,59681.504,2.181,7.304,0.418,33.97,1.945,28.183,31.324,26.881,1.539,144.88,8.297,76.89,4.403,87.849,5.031,0.139,2.434,1042.188,0.553,1.261,1.121,1.784,0.725,0.941,1.211,1.079,0.277,0.507,1.559,0.89,0.309,3.018,0.858,0.515,0.954,1.126,1.754,0.007,0.008,0.017,0.002,547.0,492.14,-37.992,-13.353,0.03,Oceania
Australia,1993,AUS,17631514.0,500840595456.0,3.005,0.17,288.874,4.345,1.527,331.135,19.725,6.334,18.781,0.661,0.311,16.384,0.577,0.271,150.096,8.513,247.453,14.035,0.494,99.284,8322.527,18429.887,5053.196,31.239,476.725,10108.152,2652.382,9.701,60350.93,2.125,7.137,0.405,35.67,2.023,28.037,31.148,42.261,2.397,143.46,8.137,76.61,4.345,90.318,5.123,0.15,2.648,1064.078,0.545,1.267,1.186,1.763,0.718,0.95,1.21,1.091,0.35,0.523,1.553,0.893,0.388,3.049,0.877,0.824,0.98,1.225,1.747,0.007,0.008,0.018,0.002,549.18,494.33,-41.421,-14.339,0.23,Oceania
Australia,1994,AUS,17805506.0,527346171904.0,3.484,0.196,293.701,4.827,1.671,319.368,-11.767,-3.553,17.936,0.606,0.289,16.495,0.557,0.266,151.376,8.502,256.014,14.378,0.485,102.768,8616.228,18749.254,5204.572,38.119,513.757,10133.82,2744.236,12.776,62085.629,2.096,6.88,0.386,37.032,2.08,28.089,31.17,25.667,1.442,144.34,8.106,76.4,4.291,91.854,5.159,0.173,3.074,1105.466,0.592,1.275,1.108,1.769,0.713,0.958,1.208,1.104,0.413,0.54,1.543,0.896,0.471,2.185,0.903,0.444,0.993,1.421,1.739,0.007,0.009,0.018,0.002,554.99,500.14,-37.686,-12.832,0.05,Oceania
Australia,1995,AUS,18003002.0,549172871168.0,3.358,0.187,305.056,11.355,3.866,497.653,178.285,55.824,27.643,0.906,0.431,16.945,0.555,0.264,155.735,8.65,261.645,14.533,0.476,106.126,8921.283,19246.908,5360.307,45.18,553.604,10326.417,2840.304,15.764,64117.02,2.102,7.061,0.392,39.847,2.213,28.243,31.293,192.597,10.698,143.46,7.969,76.19,4.232,96.068,5.336,0.166,2.988,1154.299,0.54,1.297,1.706,1.769,0.705,0.967,1.218,1.116,0.472,0.557,1.559,0.9,0.537,2.163,0.946,3.415,1.029,1.337,1.732,0.007,0.009,0.018,0.002,563.36,508.46,-43.41,-14.23,0.1,Oceania
Australia,1996,AUS,18211850.0,574551425024.0,3.244,0.178,311.94,6.885,2.257,515.151,17.498,3.516,28.287,0.897,0.434,17.128,0.543,0.263,160.388,8.807,268.021,14.717,0.466,109.37,9233.225,19762.057,5520.695,51.941,593.385,10529.627,2938.968,18.866,65239.766,2.068,6.761,0.371,39.781,2.184,27.908,31.027,203.21,11.158,139.43,7.656,71.89,3.947,98.664,5.418,0.17,3.103,1188.137,0.511,1.286,1.703,1.777,0.698,0.975,1.227,1.128,0.524,0.572,1.576,0.903,0.597,1.929,0.905,3.388,1.025,1.398,1.721,0.007,0.009,0.018,0.002,565.06,508.25,-43.92,-14.08,0.38,Oceania
Australia,1997,AUS,18410254.0,600621056000.0,3.185,0.173,320.333,8.392,2.69,457.837,-57.314,-11.126,24.869,0.762,0.376,17.4,0.533,0.263,167.683,9.108,275.646,14.972,0.459,112.554,9553.558,20219.895,5688.378,58.628,634.475,10667.131,3037.349,22.173,66120.109,2.027,6.687,0.363,41.09,2.232,28.017,31.269,137.504,7.469,142.61,7.746,71.8,3.9,98.381,5.344,0.18,3.307,1217.288,0.482,1.313,1.436,1.868,0.689,0.983,1.231,1.141,0.571,0.586,1.579,0.906,0.655,1.895,0.931,1.838,1.007,1.478,1.71,0.007,0.009,0.018,0.002,575.67,515.8,-44.687,-13.95,0.17,Oceania
Australia,1998,AUS,18601666.0,634305052672.0,3.475,0.187,334.136,13.803,4.309,536.629,78.792,17.21,28.848,0.846,0.431,17.963,0.527,0.268,177.614,9.548,295.576,15.89,0.466,116.03,9887.692,20756.523,5865.992,65.53,677.981,10869.624,3136.491,25.669,67001.016,1.965,6.902,0.371,43.506,2.339,29.266,32.376,202.493,10.886,145.14,7.803,75.57,4.063,99.142,5.33,0.188,3.496,1246.331,0.528,1.373,1.76,2.033,0.683,0.993,1.24,1.157,0.618,0.602,1.594,0.909,0.712,2.05,0.97,3.284,1.002,1.585,1.707,0.007,0.009,0.019,0.002,602.25,544.4,-38.56,-11.54,0.77,Oceania
Australia,1999,AUS,18800892.0,664206835712.0,3.52,0.187,343.959,9.824,2.94,494.546,-42.083,-7.842,26.304,0.745,0.381,18.295,0.518,0.265,183.231,9.746,296.616,15.777,0.447,119.55,10231.652,21251.068,6049.223,72.695,723.545,11020.21,3237.3,29.338,69004.57,1.953,7.165,0.381,45.564,2.424,30.951,34.16,150.586,8.01,161.77,8.604,93.12,4.953,100.809,5.362,0.195,3.669,1297.347,0.51,1.385,1.604,2.067,0.676,1.002,1.247,1.172,0.665,0.617,1.602,0.912,0.767,2.17,0.992,2.508,0.995,1.674,1.704,0.007,0.009,0.019,0.002,642.23,581.9,-47.344,-13.764,0.23,Oceania
Australia,2000,AUS,19017968.0,691886620672.0,3.621,0.19,350.008,6.048,1.758,556.108,61.562,12.448,29.241,0.804,0.426,18.404,0.506,0.268,185.797,9.77,290.901,15.296,0.42,123.171,10581.659,21807.176,6235.02,80.648,770.155,11226.311,3339.95,32.716,68632.961,1.887,7.953,0.418,46.61,2.451,31.91,34.755,206.1,10.837,168.15,8.842,99.53,5.233,102.65,5.398,0.178,3.378,1305.259,0.502,1.373,1.801,2.018,0.669,1.011,1.257,1.187,0.715,0.631,1.619,0.914,0.81,2.29,0.985,3.834,0.999,1.561,1.704,0.007,0.01,0.019,0.002,660.97,606.86,-59.107,-16.887,-0.11,Oceania
Australia,2001,AUS,19248146.0,713625763840.0,3.541,0.184,357.783,7.776,2.222,467.79,-88.318,-15.881,24.303,0.656,0.356,18.588,0.501,0.272,190.082,9.875,299.607,15.565,0.42,126.711,10939.443,22274.965,6425.103,88.82,819.481,11336.317,3443.124,36.204,68338.281,1.843,8.172,0.425,49.326,2.563,33.018,34.679,110.007,5.715,177.94,9.245,109.89,5.709,103.174,5.36,0.181,3.488,1315.385,0.47,1.394,1.523,2.053,0.661,1.02,1.262,1.202,0.764,0.646,1.623,0.916,0.851,2.433,1.037,2.184,0.996,1.635,1.709,0.007,0.01,0.02,0.002,667.51,635.53,-58.177,-16.26,0.0,Oceania
Australia,2002,AUS,19475842.0,746683498496.0,3.488,0.179,362.537,4.753,1.329,428.655,-39.135,-8.366,22.01,0.574,0.319,18.615,0.486,0.27,191.147,9.815,318.184,16.337,0.426,130.199,11301.979,22703.619,6616.249,96.828,870.07,11402.436,3548.576,40.057,68892.781,1.797,8.007,0.411,50.589,2.598,32.36,34.108,66.119,3.395,172.55,8.86,103.81,5.33,105.452,5.415,0.198,3.853,1341.745,0.446,1.381,1.355,1.974,0.653,1.029,1.263,1.216,0.811,0.661,1.62,0.919,0.896,2.466,1.031,1.228,1.02,1.781,1.708,0.007,0.01,0.02,0.003,664.29,630.23,-44.353,-12.234,0.57,Oceania
Australia,2003,AUS,19699004.0,773868617728.0,3.584,0.182,369.442,6.905,1.905,592.411,163.755,38.202,30.073,0.766,0.435,18.754,0.477,0.271,195.386,9.919,334.779,16.995,0.433,133.783,11671.421,23296.031,6811.635,103.986,919.787,11625.404,3658.25,43.981,69082.789,1.759,7.158,0.363,49.717,2.524,27.949,29.843,222.969,11.319,134.52,6.829,65.23,3.311,109.673,5.567,0.199,3.924,1360.862,0.417,1.336,1.769,1.857,0.643,1.037,1.272,1.228,0.846,0.673,1.638,0.922,0.938,2.077,0.978,3.822,1.033,1.775,1.701,0.007,0.01,0.02,0.003,587.87,550.56,-34.663,-9.382,0.57,Oceania
Australia,2004,AUS,19925060.0,809419735040.0,3.555,0.178,382.873,13.432,3.636,568.784,-23.626,-3.988,28.546,0.703,0.405,19.216,0.473,0.273,202.225,10.149,344.481,17.289,0.426,137.338,12054.295,23864.816,7013.86,110.844,972.321,11811.314,3772.008,47.924,70486.32,1.735,6.858,0.344,52.534,2.637,30.561,32.09,185.911,9.331,151.88,7.623,85.45,4.289,113.759,5.709,0.198,3.943,1404.444,0.396,1.338,1.672,1.859,0.633,1.044,1.28,1.24,0.877,0.685,1.652,0.925,0.974,2.001,0.999,3.447,1.033,1.703,1.698,0.008,0.011,0.021,0.003,639.4,608.93,-38.393,-10.028,0.37,Oceania
Australia,2005,AUS,20171732.0,840554577920.0,3.664,0.182,386.205,3.332,0.87,459.382,-109.403,-19.234,22.774,0.547,0.326,19.146,0.459,0.274,200.715,9.95,343.994,17.053,0.409,141.002,12440.5,24324.199,7214.576,117.758,1026.813,11884.492,3888.508,51.844,69917.164,1.678,6.914,0.343,54.492,2.701,28.31,29.818,73.176,3.628,133.37,6.612,62.61,3.104,116.499,5.775,0.194,3.92,1410.35,0.38,1.305,1.332,1.737,0.622,1.051,1.281,1.25,0.907,0.697,1.651,0.928,1.004,1.987,1.014,1.496,1.049,1.618,1.686,0.007,0.011,0.021,0.003,601.49,571.06,-42.212,-10.93,0.91,Oceania
Australia,2006,AUS,20467032.0,868838998016.0,3.888,0.19,392.436,6.231,1.613,418.867,-40.515,-8.819,20.465,0.482,0.285,19.174,0.452,0.267,204.401,9.987,356.046,17.396,0.41,144.89,12832.936,24743.064,7418.976,124.804,1082.639,11910.922,4005.899,55.727,71863.758,1.693,7.046,0.344,55.826,2.728,29.987,31.724,26.43,1.291,154.45,7.546,84.77,4.142,117.392,5.736,0.19,3.883,1470.838,0.37,1.282,1.169,1.676,0.611,1.056,1.279,1.259,0.936,0.708,1.643,0.931,1.029,2.027,1.007,0.505,1.047,1.535,1.679,0.008,0.011,0.021,0.003,649.29,613.75,-36.39,-9.273,0.36,Oceania
Australia,2007,AUS,20830832.0,913875861504.0,3.972,0.191,399.676,7.24,1.845,478.73,59.863,14.292,22.982,0.524,0.318,19.187,0.437,0.265,203.559,9.772,367.325,17.634,0.402,148.862,13232.612,25221.793,7622.535,132.309,1143.703,11989.975,4125.364,59.84,72304.695,1.648,7.504,0.36,61.064,2.931,29.657,31.184,79.054,3.795,150.36,7.218,77.99,3.744,119.464,5.735,0.197,4.113,1506.167,0.352,1.269,1.328,1.592,0.599,1.062,1.279,1.266,0.968,0.721,1.643,0.935,1.054,2.186,1.066,1.735,1.062,1.584,1.673,0.008,0.011,0.021,0.003,649.59,617.77,-32.352,-8.094,0.55,Oceania
Australia,2008,AUS,21247876.0,942108901376.0,3.863,0.182,404.256,4.579,1.146,669.525,190.795,39.854,31.51,0.711,0.437,19.026,0.429,0.264,204.688,9.633,362.791,17.074,0.385,152.724,13636.868,25891.32,7827.223,139.791,1205.507,12255.244,4247.652,63.971,72089.344,1.626,7.483,0.352,61.803,2.909,27.782,29.202,265.269,12.484,133.42,6.279,61.66,2.902,122.288,5.755,0.194,4.131,1531.745,0.338,1.262,1.82,1.55,0.588,1.067,1.289,1.272,0.998,0.733,1.669,0.939,1.078,2.235,1.049,5.595,1.091,1.589,1.667,0.008,0.011,0.022,0.003,620.49,590.31,-41.465,-10.257,0.28,Oceania
Australia,2009,AUS,21660898.0,964937515008.0,3.829,0.177,407.477,3.221,0.797,513.325,-156.199,-23.33,23.698,0.532,0.34,18.812,0.422,0.27,206.066,9.513,394.426,18.209,0.409,156.553,14044.346,26404.645,8033.289,147.757,1268.989,12361.093,4370.016,67.74,69689.844,1.564,7.966,0.368,63.482,2.931,27.936,29.465,105.848,4.887,138.83,6.409,66.92,3.089,122.364,5.649,0.174,3.769,1509.545,0.326,1.294,1.398,1.581,0.576,1.072,1.291,1.279,1.031,0.745,1.671,0.943,1.096,2.411,1.104,2.021,1.116,1.545,1.659,0.008,0.012,0.022,0.003,638.23,605.11,-13.051,-3.203,0.71,Oceania
Australia,2010,AUS,22019166.0,994067742720.0,3.549,0.161,405.512,-1.965,-0.482,930.031,416.706,81.178,42.237,0.936,0.616,18.416,0.408,0.269,200.552,9.108,394.982,17.938,0.397,160.102,14449.857,27334.676,8233.841,155.947,1333.621,12885.611,4494.566,71.779,68523.875,1.518,8.19,0.372,64.632,2.935,26.771,28.145,524.519,23.821,129.67,5.889,54.45,2.473,124.551,5.656,0.183,4.039,1508.839,0.283,1.218,2.417,1.439,0.563,1.076,1.312,1.282,1.062,0.756,1.73,0.947,1.117,2.399,1.044,10.131,1.099,1.641,1.652,0.008,0.012,0.022,0.003,619.73,589.47,-10.53,-2.597,0.21,Oceania
Australia,2011,AUS,22357032.0,1026035417088.0,3.496,0.156,404.257,-1.255,-0.31,672.947,-257.085,-27.643,30.1,0.656,0.432,18.082,0.394,0.259,192.141,8.594,394.039,17.625,0.384,163.598,14854.114,28007.623,8425.981,163.821,1400.489,13154.302,4624.368,75.856,69714.188,1.519,7.874,0.352,66.868,2.991,30.863,29.609,268.69,12.018,178.12,7.967,107.79,4.821,129.801,5.806,0.182,4.077,1558.602,0.259,1.174,1.697,1.304,0.549,1.078,1.319,1.283,1.089,0.766,1.754,0.951,1.132,2.19,1.049,5.149,1.144,1.482,1.651,0.008,0.012,0.023,0.003,661.98,690.0,-10.218,-2.528,-0.14,Oceania
Australia,2012,AUS,22729272.0,1064162361344.0,3.518,0.155,406.58,2.323,0.575,565.165,-107.782,-16.016,24.865,0.531,0.368,17.888,0.382,0.265,189.154,8.322,401.7,17.673,0.377,167.116,15260.694,28572.787,8615.137,172.108,1468.58,13312.887,4758.049,79.705,67583.031,1.443,8.287,0.365,68.09,2.996,30.375,29.169,158.585,6.977,177.6,7.814,107.45,4.727,133.681,5.881,0.169,3.848,1536.113,0.254,1.164,1.403,1.27,0.536,1.08,1.321,1.282,1.117,0.776,1.763,0.956,1.142,2.196,1.047,2.967,1.163,1.391,1.647,0.008,0.012,0.023,0.003,662.98,690.4,-4.879,-1.2,0.06,Oceania
Australia,2013,AUS,23111788.0,1087110184960.0,3.294,0.143,399.288,-7.292,-1.793,556.81,-8.355,-1.478,24.092,0.512,0.358,17.276,0.367,0.257,176.363,7.631,380.626,16.469,0.35,170.41,15659.981,29129.598,8791.5,180.955,1538.45,13470.408,4895.36,83.307,67307.039,1.431,8.846,0.383,69.87,3.023,26.146,25.01,157.522,6.816,142.24,6.154,64.52,2.792,137.311,5.941,0.156,3.602,1555.586,0.228,1.133,1.389,1.177,0.523,1.082,1.322,1.28,1.145,0.785,1.772,0.961,1.145,2.295,1.069,3.242,1.185,1.223,1.635,0.008,0.013,0.023,0.003,578.02,604.29,-18.662,-4.674,1.07,Oceania
Australia,2014,AUS,23469578.0,1117472423936.0,3.138,0.134,393.049,-6.239,-1.562,475.239,-81.57,-14.65,20.249,0.425,0.303,16.747,0.352,0.251,168.146,7.164,380.008,16.192,0.34,173.548,16053.032,29604.836,8959.646,190.227,1609.222,13552.598,5033.044,87.344,66744.195,1.402,9.273,0.395,70.772,3.015,26.478,25.331,82.19,3.502,155.18,6.612,76.54,3.261,137.684,5.866,0.172,4.037,1566.458,0.209,1.108,1.168,1.121,0.509,1.082,1.319,1.277,1.175,0.794,1.771,0.966,1.152,2.396,1.065,1.576,1.185,1.322,1.624,0.008,0.013,0.023,0.003,594.51,621.42,-13.041,-3.318,0.83,Oceania
Australia,2015,AUS,23820240.0,1145386827776.0,3.076,0.129,401.378,8.329,2.119,437.515,-37.724,-7.938,18.367,0.382,0.273,16.85,0.35,0.251,174.205,7.313,381.73,16.025,0.333,176.624,16454.41,30042.352,9133.851,201.055,1680.722,13588.735,5170.755,91.402,67234.93,1.398,10.828,0.455,71.501,3.002,26.116,24.951,36.137,1.517,151.88,6.376,72.58,3.047,137.711,5.781,0.17,4.058,1601.552,0.213,1.132,1.065,1.188,0.497,1.084,1.315,1.275,1.213,0.803,1.762,0.971,1.16,2.818,1.054,0.642,1.159,1.336,1.613,0.008,0.013,0.024,0.003,594.35,622.09,-19.648,-4.895,0.78,Oceania
Australia,2016,AUS,24195706.0,1176481300480.0,2.931,0.121,410.254,8.875,2.211,500.961,63.446,14.501,20.705,0.426,0.312,16.956,0.349,0.255,179.562,7.421,371.361,15.348,0.316,179.555,16864.664,30543.312,9313.412,213.495,1754.658,13679.443,5308.195,95.348,66407.094,1.366,12.44,0.514,73.936,3.056,24.824,25.002,90.708,3.749,135.53,5.601,58.32,2.41,137.44,5.68,0.163,3.946,1606.766,0.198,1.157,1.251,1.253,0.485,1.085,1.314,1.274,1.26,0.811,1.764,0.974,1.165,3.324,1.061,1.972,1.145,1.313,1.602,0.008,0.013,0.024,0.003,604.94,600.64,-38.893,-9.48,0.87,Oceania
Australia,2017,AUS,24590336.0,1205343092736.0,3.019,0.123,413.655,3.402,0.829,458.144,-42.817,-8.547,18.631,0.38,0.286,16.822,0.343,0.258,176.932,7.195,377.181,15.339,0.313,182.574,17278.318,31001.457,9490.345,228.357,1830.089,13723.932,5447.676,99.278,65146.316,1.329,14.861,0.604,75.431,3.068,26.332,26.481,44.489,1.809,158.05,6.427,80.09,3.257,139.481,5.672,0.16,3.93,1601.97,0.201,1.148,1.129,1.221,0.474,1.087,1.31,1.273,1.317,0.819,1.759,0.978,1.17,3.835,1.059,0.975,1.141,1.298,1.593,0.008,0.013,0.024,0.003,651.17,647.52,-36.475,-8.818,0.74,Oceania
Austria,1990,AUT,7678732.0,207979118592.0,2.033,0.265,62.167,8.471,15.776,59.836,8.542,16.653,7.792,0.288,0.179,8.096,0.299,0.185,18.139,2.362,89.404,11.643,0.43,84.081,3453.256,3683.139,2276.428,0.102,236.485,258.205,855.003,1.157,43648.801,1.612,0.102,0.013,11.836,1.541,9.98,8.247,-2.331,-0.304,11.85,1.543,4.98,0.649,28.9,3.764,0.151,1.157,335.167,0.412,0.273,0.214,0.208,0.687,0.427,0.256,0.52,0.001,0.299,0.041,0.318,0.063,0.039,0.309,-0.045,0.313,0.519,0.224,0.001,0.001,0.002,0.0,63.33,76.63,27.237,43.813,0.74,Europe
Austria,1991,AUT,7755640.0,215992565760.0,2.005,0.259,65.766,3.598,5.788,63.438,3.602,6.019,8.18,0.294,0.18,8.48,0.304,0.187,18.7,2.411,91.087,11.745,0.422,86.086,3519.022,3746.577,2295.128,0.213,248.987,255.877,886.41,2.198,45323.574,1.627,0.111,0.014,12.502,1.612,10.432,8.718,-2.328,-0.3,11.85,1.528,5.01,0.646,31.407,4.05,0.134,1.041,351.513,0.395,0.283,0.225,0.217,0.675,0.423,0.255,0.515,0.003,0.3,0.04,0.318,0.106,0.041,0.32,-0.047,0.324,0.483,0.223,0.001,0.001,0.002,0.0,67.61,80.91,25.321,38.502,0.0,Europe
Austria,1992,AUT,7840816.0,221400842240.0,2.105,0.268,60.266,-5.5,-8.362,57.516,-5.922,-9.335,7.335,0.26,0.166,7.686,0.272,0.174,14.385,1.835,93.128,11.877,0.421,88.191,3579.288,3804.092,2309.513,0.334,261.505,253.127,916.562,3.184,44124.348,1.563,0.12,0.015,12.518,1.597,9.577,7.881,-2.75,-0.351,11.65,1.486,4.79,0.611,30.152,3.845,0.126,0.986,345.971,0.398,0.267,0.207,0.171,0.664,0.419,0.254,0.508,0.004,0.301,0.039,0.318,0.14,0.05,0.316,-0.053,0.327,0.456,0.222,0.001,0.001,0.002,0.0,61.79,75.09,32.862,54.527,1.09,Europe
Austria,1993,AUT,7905280.0,223463030784.0,2.032,0.257,60.692,0.426,0.707,58.202,0.686,1.193,7.362,0.26,0.165,7.677,0.272,0.172,13.274,1.679,89.089,11.27,0.399,90.223,3639.98,3862.294,2322.788,0.446,274.528,250.637,947.828,4.169,44543.016,1.576,0.112,0.014,13.023,1.647,9.49,7.807,-2.49,-0.315,11.33,1.433,4.73,0.598,31.266,3.955,0.125,0.985,352.125,0.369,0.266,0.208,0.156,0.652,0.415,0.254,0.502,0.005,0.301,0.039,0.319,0.167,0.048,0.32,-0.049,0.339,0.456,0.221,0.001,0.001,0.002,0.0,61.72,75.02,28.397,46.789,0.51,Europe
Austria,1994,AUT,7935366.0,229749260288.0,2.102,0.265,61.067,0.375,0.617,58.656,0.454,0.78,7.392,0.255,0.168,7.696,0.266,0.174,13.459,1.696,88.882,11.201,0.387,92.325,3701.047,3920.95,2336.247,0.573,288.185,248.226,978.543,5.173,44102.492,1.523,0.128,0.016,13.658,1.721,9.463,7.787,-2.411,-0.304,10.93,1.377,4.68,0.59,30.716,3.871,0.127,1.005,349.969,0.357,0.265,0.204,0.157,0.64,0.411,0.253,0.495,0.006,0.303,0.038,0.319,0.191,0.041,0.333,-0.042,0.332,0.464,0.22,0.001,0.001,0.002,0.0,61.79,75.09,27.815,45.549,1.69,Europe
Austria,1995,AUT,7947293.0,236824444928.0,1.631,0.205,64.044,2.977,4.876,61.457,2.801,4.775,7.733,0.26,0.167,8.059,0.27,0.174,15.425,1.941,93.01,11.703,0.393,93.956,3765.091,3982.406,2351.672,0.701,303.086,245.638,1009.397,6.279,46183.117,1.55,0.127,0.016,14.901,1.875,9.761,8.087,-2.588,-0.326,10.45,1.315,4.67,0.588,30.854,3.882,0.139,1.106,367.031,0.262,0.272,0.211,0.175,0.625,0.408,0.252,0.49,0.007,0.305,0.037,0.32,0.214,0.039,0.354,-0.046,0.33,0.495,0.218,0.001,0.002,0.002,0.0,64.27,77.57,28.966,45.228,0.46,Europe
Austria,1996,AUT,7958043.0,243480772608.0,1.634,0.205,67.389,3.345,5.222,65.024,3.568,5.805,8.171,0.267,0.177,8.468,0.277,0.183,15.069,1.894,101.014,12.693,0.415,95.591,3832.479,4047.431,2366.74,0.772,318.883,243.274,1043.175,7.319,46180.191,1.509,0.071,0.009,15.797,1.985,10.216,8.544,-2.364,-0.297,10.27,1.291,4.72,0.593,33.778,4.244,0.131,1.04,367.504,0.257,0.278,0.215,0.167,0.61,0.405,0.251,0.484,0.008,0.307,0.036,0.321,0.232,0.02,0.359,-0.039,0.351,0.468,0.217,0.001,0.002,0.002,0.0,67.99,81.3,33.625,49.898,-0.34,Europe
Austria,1997,AUT,7967086.0,249847267328.0,1.761,0.221,67.285,-0.103,-0.153,65.683,0.659,1.014,8.244,0.263,0.175,8.445,0.269,0.179,16.157,2.028,95.116,11.939,0.381,97.352,3899.765,4113.114,2382.897,0.893,334.184,241.672,1076.027,8.412,47102.305,1.502,0.121,0.015,15.301,1.921,10.083,8.412,-1.602,-0.201,9.95,1.249,4.73,0.594,32.853,4.124,0.137,1.093,375.268,0.266,0.276,0.206,0.18,0.596,0.401,0.25,0.478,0.009,0.309,0.036,0.321,0.249,0.034,0.347,-0.021,0.336,0.489,0.216,0.001,0.002,0.002,0.0,67.02,80.33,27.831,41.363,0.79,Europe
Austria,1998,AUT,7975856.0,259776266240.0,1.599,0.2,66.92,-0.365,-0.543,67.63,1.947,2.964,8.479,0.26,0.177,8.39,0.258,0.176,13.707,1.719,98.463,12.345,0.379,98.95,3966.685,4180.744,2396.604,1.035,349.902,242.382,1110.688,9.507,47804.543,1.468,0.142,0.018,15.718,1.971,10.067,8.399,0.71,0.089,9.67,1.212,4.71,0.591,34.66,4.346,0.137,1.095,381.282,0.243,0.275,0.222,0.157,0.582,0.398,0.25,0.473,0.01,0.311,0.036,0.322,0.264,0.042,0.35,0.012,0.35,0.496,0.215,0.001,0.002,0.002,0.0,66.99,80.29,31.543,47.136,0.85,Europe
Austria,1999,AUT,7991382.0,270186299392.0,1.607,0.201,65.671,-1.249,-1.866,65.16,-2.47,-3.653,8.154,0.241,0.167,8.218,0.243,0.168,13.876,1.736,96.853,12.12,0.358,100.558,4032.356,4245.904,2410.479,1.205,366.004,241.871,1143.521,10.589,48808.664,1.444,0.171,0.021,16.102,2.015,9.819,8.155,-0.512,-0.064,9.54,1.194,4.7,0.588,32.833,4.109,0.135,1.082,390.049,0.233,0.264,0.211,0.157,0.568,0.395,0.249,0.467,0.011,0.312,0.035,0.322,0.277,0.052,0.35,-0.009,0.324,0.494,0.214,0.001,0.002,0.002,0.0,65.17,78.47,31.182,47.482,0.86,Europe
